POINT;DATE;MARKER;LONGITUDE;LATITUDE;NB_SATELLITE;HDOP;COUNT_CO2_100;CO2_100;COUNT_P_atm;P_atm;COUNT_CO2_10;CO2_10;COUNT_T_atm;T_atm ;COUNT_SP;SP ;COUNT_SO2;SO2;COUNT_H2S;H2S ;COUNT_PYR;PYR ;COUNT_V_FLUX;V_FLUX;COUNT_P_in;P_in;COUNT_Rh;Rh;COUNT_T_in;T_in;COUNT_V_BAT;V_BAT;PUMP_FLUX;Thermocouple
P733;10/09/2018 09:24;0;38.79343;15.21574;8;116;7014;8.396;17507;926.072;20846;7.829;39460;16.799;31969;-44.7;455;-56.107;456;-18.335;456;1.429;3431;1710;1323;1884;3005;2.757;934.734;42.729;40.2;12.776;1.007;-99.9
P734;10/09/2018 09:24;0;38.79343;15.21574;8;116;6967;8.17;17508;926.096;20811;7.811;39461;16.799;31964;-44.9;455;-56.107;456;-18.335;456;1.429;3433;1796;1325;1884;3006;2.759;958.25;42.827;40.2;12.78;1.008;-99.9
P735;10/09/2018 09:24;0;38.79343;15.21574;8;116;6983;8.247;17509;926.121;20909;7.86;39463;16.8;31960;-45.1;455;-56.107;456;-18.335;456;1.429;3418;1736;1326;1884;3018;2.747;941.844;42.877;40.2;12.829;0.997;-99.9
P736;10/09/2018 09:24;0;38.79343;15.21574;8;116;6972;8.194;17502;925.948;20855;7.833;39467;16.802;31962;-45;455;-56.107;456;-18.335;456;1.429;3549;1782;1324;1884;3033;2.851;954.422;42.778;40.2;12.89;1.097;-99.9
P737;10/09/2018 09:25;0;38.79343;15.21574;8;116;6996;8.309;17504;925.998;20910;7.861;39470;16.804;31975;-44.4;456;-56.095;456;-18.335;456;1.429;3421;1712;1322;1885;3035;2.749;935.281;42.679;40.25;12.898;0.999;-99.9
P738;10/09/2018 09:25;0;38.79343;15.21574;8;116;7013;8.391;17494;925.751;20855;7.833;39474;16.806;31973;-44.5;455;-56.107;456;-18.335;456;1.429;3430;1812;1321;1886;3034;2.756;962.625;42.63;40.3;12.894;1.006;-99.9
P739;10/09/2018 13:18;0;38.792725;15.214575;10;125;6723;6.994;17343;922.022;18333;6.575;39002;16.574;29424;-156.4;462;-56.024;462;-18.308;463;1.428;1413;1621;1224;1896;2989;1.145;910.398;37.828;40.8;12.711;-0.528;-99.9
P740;10/09/2018 13:18;0;38.792721;15.214575;11;121;6752;7.134;17349;922.17;19160;6.988;39007;16.577;29410;-157.1;462;-56.024;462;-18.308;462;1.428;1360;1619;1225;1896;2988;1.103;909.852;37.877;40.8;12.707;-0.569;-99.9
P741;10/09/2018 13:19;0;38.792721;15.214573;11;121;6838;7.548;17331;921.726;22609;8.708;39012;16.579;29405;-157.3;462;-56.024;462;-18.308;462;1.428;1343;1615;1227;1896;2989;1.089;908.758;37.977;40.8;12.711;-0.581;-99.9
P742;10/09/2018 13:19;0;38.792721;15.214573;10;125;6962;8.145;17336;921.849;23577;9.191;39018;16.582;29411;-157;461;-56.036;461;-18.312;462;1.428;1383;1618;1230;1895;2988;1.121;909.578;38.125;40.75;12.707;-0.551;-99.9
P743;10/09/2018 13:19;0;38.792717;15.214573;11;121;7121;8.911;17342;921.997;24759;9.78;39019;16.583;29420;-156.6;461;-56.036;461;-18.312;461;1.428;1409;1618;1231;1895;2990;1.142;909.578;38.174;40.75;12.715;-0.531;-99.9
P744;10/09/2018 13:19;0;38.792717;15.214573;11;121;7246;9.513;17332;921.75;25803;10.301;39024;16.585;29427;-156.3;461;-56.036;461;-18.312;462;1.428;1414;1619;1236;1895;2990;1.146;909.852;38.422;40.75;12.715;-0.527;-99.9
P745;10/09/2018 13:19;0;38.792717;15.214572;11;121;7383;10.173;17338;921.898;29376;12.083;39030;16.588;29433;-156;460;-56.048;461;-18.312;461;1.428;1415;1620;1235;1895;2982;1.147;910.125;38.373;40.75;12.683;-0.527;-99.9
P746;10/09/2018 13:19;0;38.792717;15.214572;11;121;7536;10.91;17341;921.973;30193;12.49;39036;16.591;29429;-156.2;460;-56.048;460;-18.317;461;1.428;1418;1620;1237;1894;2972;1.149;910.125;38.472;40.7;12.642;-0.524;-99.9
P747;10/09/2018 13:20;0;38.792717;15.214572;10;125;7703;11.715;17340;921.948;31054;12.919;39043;16.595;29425;-156.4;460;-56.048;461;-18.312;460;1.429;1410;1618;1236;1894;2957;1.143;909.578;38.422;40.7;12.581;-0.531;-99.9
P748;10/09/2018 13:20;0;38.792717;15.214572;11;121;7828;12.317;17351;922.219;31751;13.267;39049;16.597;29432;-156.1;460;-56.048;460;-18.317;460;1.429;1380;1630;1235;1892;2954;1.119;912.859;38.373;40.6;12.569;-0.553;-99.9
P749;10/09/2018 13:20;0;38.792717;15.214572;11;121;7984;13.068;17351;922.219;32641;13.711;39055;16.6;29430;-156.2;459;-56.06;460;-18.317;460;1.429;1360;1618;1242;1892;2955;1.103;909.578;38.719;40.6;12.573;-0.569;-99.9
P750;10/09/2018 13:20;0;38.792713;15.21457;11;121;8126;13.752;17364;922.541;33680;14.229;39060;16.603;29435;-156;459;-56.06;459;-18.322;460;1.429;1398;1623;1243;1893;2955;1.133;910.945;38.769;40.65;12.573;-0.54;-99.9
P751;10/09/2018 13:20;0;38.792713;15.21457;10;126;8247;14.335;17369;922.664;33707;14.243;39065;16.605;29416;-156.8;459;-56.06;459;-18.322;459;1.429;1452;1629;1248;1893;2956;1.177;912.586;39.016;40.65;12.577;-0.499;-99.9
P752;10/09/2018 13:20;0;38.792713;15.21457;11;121;8367;14.913;17368;922.639;33736;14.257;39069;16.607;29419;-156.7;459;-56.06;459;-18.322;460;1.429;1433;1621;1248;1892;2957;1.161;910.398;39.016;40.6;12.581;-0.513;-99.9
P753;10/09/2018 13:21;0;38.792713;15.21457;11;121;8471;15.414;17367;922.615;33689;14.234;39074;16.61;29413;-156.9;458;-56.071;459;-18.322;459;1.429;1397;1623;1250;1892;2958;1.133;910.945;39.115;40.6;12.585;-0.54;-99.9
P754;10/09/2018 13:21;0;38.792713;15.21457;10;126;8560;15.843;17361;922.466;33706;14.242;39079;16.612;29400;-157.5;458;-56.071;459;-18.322;459;1.429;1371;1617;1253;1893;2969;1.112;909.305;39.264;40.65;12.63;-0.56;-99.9
P755;10/09/2018 13:21;0;38.792713;15.21457;11;121;8640;16.228;17365;922.565;33708;14.243;39086;16.616;29409;-157.1;458;-56.071;458;-18.326;459;1.429;1450;1626;1254;1893;2973;1.175;911.766;39.313;40.65;12.646;-0.5;-99.9
P756;10/09/2018 13:21;0;38.792713;15.21457;10;126;8692;16.479;17362;922.491;33695;14.237;39091;16.618;29407;-157.2;459;-56.06;459;-18.322;459;1.429;1419;1619;1257;1893;2972;1.15;909.852;39.461;40.65;12.642;-0.524;-99.9
P757;10/09/2018 13:21;0;38.792713;15.21457;10;126;8755;16.782;17354;922.294;33724;14.251;39094;16.62;29400;-157.5;458;-56.071;458;-18.326;459;1.429;1379;1620;1259;1894;2988;1.118;910.125;39.561;40.7;12.707;-0.554;-99.9
P758;10/09/2018 13:21;0;38.792713;15.214568;10;126;8810;17.047;17350;922.195;33704;14.241;39097;16.621;29405;-157.3;458;-56.071;458;-18.326;459;1.429;1445;1625;1263;1893;2988;1.171;911.492;39.758;40.65;12.707;-0.504;-99.9
P759;10/09/2018 13:22;0;38.792713;15.214568;10;126;8822;17.105;17339;921.923;33696;14.237;39103;16.624;29410;-157.1;458;-56.071;458;-18.326;459;1.429;1414;1618;1262;1894;2988;1.146;909.578;39.709;40.7;12.707;-0.527;-99.9
P760;10/09/2018 13:22;0;38.792713;15.214568;10;126;8825;17.119;17335;921.824;33698;14.238;39107;16.626;29420;-156.6;457;-56.083;458;-18.326;458;1.429;1446;1624;1263;1894;2988;1.172;911.219;39.758;40.7;12.707;-0.503;-99.9
P761;10/09/2018 13:22;0;38.792713;15.214568;10;126;8849;17.235;17332;921.75;33698;14.238;39112;16.628;29418;-156.7;458;-56.071;458;-18.326;458;1.429;1367;1626;1265;1892;2988;1.109;911.766;39.857;40.6;12.707;-0.563;-99.9
P762;10/09/2018 13:22;0;38.792709;15.214568;10;126;8900;17.481;17336;921.849;33717;14.248;39114;16.629;29424;-156.4;457;-56.083;458;-18.326;458;1.429;1419;1618;1264;1893;2988;1.15;909.578;39.808;40.65;12.707;-0.524;-99.9
P763;10/09/2018 13:22;0;38.792709;15.214568;11;121;8905;17.505;17333;921.775;33702;14.24;39119;16.632;29428;-156.3;457;-56.083;458;-18.326;458;1.429;1435;1620;1267;1893;2973;1.163;910.125;39.957;40.65;12.646;-0.511;-99.9
P764;10/09/2018 13:22;0;38.792709;15.214568;11;121;8954;17.741;17334;921.8;33687;14.233;39121;16.633;29425;-156.4;457;-56.083;457;-18.331;458;1.429;1442;1623;1269;1893;2971;1.169;910.945;40.056;40.65;12.638;-0.506;-99.9
P765;10/09/2018 13:23;0;38.792709;15.214566;11;121;8962;17.779;17338;921.898;33688;14.233;39126;16.635;29431;-156.1;457;-56.083;457;-18.331;458;1.429;1448;1623;1268;1892;2973;1.173;910.945;40.006;40.6;12.646;-0.502;-99.9
P766;10/09/2018 13:23;0;38.792709;15.214566;11;121;8988;17.905;17349;922.17;33704;14.241;39131;16.638;29423;-156.5;457;-56.083;457;-18.331;458;1.429;1450;1627;1268;1892;2955;1.175;912.039;40.006;40.6;12.573;-0.5;-99.9
P767;10/09/2018 13:23;0;38.792709;15.214566;11;121;9056;18.232;17350;922.195;33704;14.241;39136;16.64;29424;-156.4;457;-56.083;457;-18.331;458;1.429;1446;1625;1267;1893;2955;1.172;911.492;39.957;40.65;12.573;-0.503;-99.9
P768;10/09/2018 13:23;0;38.792709;15.214566;10;126;9018;18.049;17362;922.491;33695;14.237;39141;16.643;29420;-156.6;457;-56.083;457;-18.331;458;1.429;1379;1619;1267;1893;2955;1.118;909.852;39.957;40.65;12.573;-0.554;-99.9
P769;10/09/2018 13:23;0;38.792706;15.214566;11;121;9020;18.059;17364;922.541;33676;14.227;39145;16.645;29408;-157.1;456;-56.095;457;-18.331;458;1.429;1364;1617;1268;1892;2956;1.106;909.305;40.006;40.6;12.577;-0.565;-99.9
P770;10/09/2018 13:23;0;38.792706;15.214566;10;126;9025;18.083;17365;922.565;33707;14.243;39152;16.648;29409;-157.1;456;-56.095;457;-18.331;458;1.429;1370;1628;1268;1892;2957;1.111;912.312;40.006;40.6;12.581;-0.561;-99.9
P771;10/09/2018 13:24;0;38.792706;15.214565;10;126;9045;18.179;17364;922.541;33693;14.236;39157;16.65;29401;-157.5;456;-56.095;457;-18.331;457;1.429;1379;1629;1269;1893;2958;1.118;912.586;40.056;40.65;12.585;-0.554;-99.9
P772;10/09/2018 13:24;0;38.792706;15.214565;11;122;9005;17.986;17367;922.615;33696;14.237;39163;16.653;29382;-158.3;456;-56.095;457;-18.331;457;1.429;1409;1622;1269;1893;2972;1.142;910.672;40.056;40.65;12.642;-0.531;-99.9
P773;10/09/2018 13:24;0;38.792706;15.214565;10;126;8992;17.924;17369;922.664;33711;14.245;39168;16.656;29385;-158.2;456;-56.095;457;-18.331;457;1.429;1421;1620;1268;1893;2973;1.152;910.125;40.006;40.65;12.646;-0.522;-99.9
P774;10/09/2018 13:24;0;38.792706;15.214565;11;122;9009;18.006;17360;922.442;33666;14.222;39175;16.659;29378;-158.5;456;-56.095;457;-18.331;457;1.429;1433;1619;1271;1893;2973;1.161;909.852;40.154;40.65;12.646;-0.513;-99.9
P775;10/09/2018 13:24;0;38.792706;15.214565;10;126;9032;18.116;17347;922.121;33700;14.239;39179;16.661;29384;-158.2;456;-56.095;457;-18.331;457;1.429;1435;1620;1276;1893;2988;1.163;910.125;40.402;40.65;12.707;-0.511;-99.9
P776;10/09/2018 13:24;0;38.792706;15.214565;11;122;9033;18.121;17351;922.219;33706;14.242;39184;16.664;29383;-158.2;456;-56.095;457;-18.331;457;1.429;1436;1621;1275;1893;2988;1.164;910.398;40.353;40.65;12.707;-0.511;-99.9
P777;10/09/2018 13:25;0;38.792702;15.214565;10;127;9020;18.059;17345;922.071;33705;14.242;39191;16.667;29387;-158.1;457;-56.083;457;-18.331;457;1.429;1433;1621;1276;1894;2989;1.161;910.398;40.402;40.7;12.711;-0.513;-99.9
P778;10/09/2018 13:25;0;38.792702;15.214565;10;127;9023;18.073;17338;921.898;33700;14.239;39194;16.669;29390;-157.9;456;-56.095;457;-18.331;457;1.429;1436;1622;1277;1894;2988;1.164;910.672;40.451;40.7;12.707;-0.511;-99.9
P779;10/09/2018 13:25;0;38.792702;15.214563;10;127;9055;18.227;17344;922.047;33654;14.216;39199;16.671;29386;-158.1;456;-56.095;456;-18.335;457;1.429;1448;1624;1279;1894;2988;1.173;911.219;40.55;40.7;12.707;-0.502;-99.9
P780;10/09/2018 13:25;0;38.792702;15.214563;11;122;9033;18.121;17342;921.997;33693;14.236;39207;16.675;29391;-157.9;456;-56.095;456;-18.335;457;1.429;1454;1626;1280;1893;2988;1.178;911.766;40.6;40.65;12.707;-0.497;-99.9
P781;10/09/2018 13:25;0;38.792702;15.214563;10;127;9013;18.025;17349;922.17;33742;14.26;39211;16.677;29405;-157.3;456;-56.095;457;-18.331;457;1.429;1451;1627;1280;1894;2972;1.176;912.039;40.6;40.7;12.642;-0.499;-99.9
P782;10/09/2018 13:25;0;38.792702;15.214563;10;127;9026;18.088;17343;922.022;33704;14.241;39211;16.677;29396;-157.7;456;-56.095;456;-18.335;457;1.429;1453;1627;1285;1893;2972;1.177;912.039;40.847;40.65;12.642;-0.498;-99.9
P783;10/09/2018 13:26;0;38.792702;15.214563;10;127;9001;17.967;17350;922.195;33689;14.234;39216;16.679;29399;-157.5;456;-56.095;456;-18.335;457;1.429;1443;1626;1285;1893;2972;1.169;911.766;40.847;40.65;12.642;-0.505;-99.9
P784;10/09/2018 13:26;0;38.792702;15.214563;10;127;8989;17.909;17359;922.417;33685;14.232;39221;16.682;29396;-157.7;456;-56.095;456;-18.335;457;1.429;1441;1625;1284;1892;2956;1.168;911.492;40.798;40.6;12.577;-0.507;-99.9
P785;10/09/2018 13:26;0;38.792702;15.214563;11;122;9015;18.035;17357;922.368;33709;14.244;39226;16.684;29398;-157.6;456;-56.095;456;-18.335;457;1.429;1428;1624;1285;1892;2955;1.157;911.219;40.847;40.6;12.573;-0.517;-99.9
P786;10/09/2018 13:26;0;38.792702;15.214563;11;122;9012;18.02;17356;922.343;33735;14.257;39232;16.687;29396;-157.7;456;-56.095;456;-18.335;457;1.429;1405;1622;1285;1893;2956;1.139;910.672;40.847;40.65;12.577;-0.534;-99.9
P787;10/09/2018 13:26;0;38.792702;15.214563;11;122;8998;17.953;17366;922.59;33690;14.234;39240;16.691;29380;-158.4;456;-56.095;456;-18.335;456;1.429;1397;1624;1286;1891;2957;1.133;911.219;40.897;40.55;12.581;-0.54;-99.9
P788;10/09/2018 13:26;0;38.792698;15.214561;11;122;8987;17.9;17365;922.565;33708;14.243;39245;16.694;29384;-158.2;456;-56.095;456;-18.335;457;1.429;1373;1621;1286;1893;2957;1.113;910.398;40.897;40.65;12.581;-0.559;-99.9
P789;10/09/2018 13:27;0;38.792698;15.214561;11;122;8972;17.827;17372;922.738;33707;14.243;39252;16.697;29380;-158.4;456;-56.095;456;-18.335;457;1.429;1369;1618;1291;1893;2956;1.11;909.578;41.145;40.65;12.577;-0.562;-99.9
P790;10/09/2018 13:27;0;38.792698;15.214561;11;122;9004;17.982;17367;922.615;33695;14.237;39257;16.699;29368;-158.9;456;-56.095;456;-18.335;457;1.429;1361;1620;1291;1892;2972;1.104;910.125;41.145;40.6;12.642;-0.568;-99.9
P791;10/09/2018 13:27;0;38.792698;15.214561;11;122;9038;18.145;17369;922.664;33725;14.252;39263;16.702;29365;-159;456;-56.095;457;-18.331;457;1.429;1366;1624;1293;1893;2972;1.108;911.219;41.243;40.65;12.642;-0.564;-99.9
P792;10/09/2018 13:27;0;38.792698;15.214561;11;122;9013;18.025;17361;922.466;33711;14.245;39267;16.704;29367;-158.9;456;-56.095;456;-18.335;457;1.429;1366;1628;1296;1894;2973;1.108;912.312;41.392;40.7;12.646;-0.564;-99.9
P793;10/09/2018 13:27;0;38.792698;15.214561;11;122;9012;18.02;17360;922.442;33698;14.238;39269;16.705;29371;-158.8;456;-56.095;457;-18.331;456;1.429;1380;1628;1298;1894;2975;1.119;912.312;41.491;40.7;12.654;-0.553;-99.9
P794;10/09/2018 13:27;0;38.792698;15.214561;11;122;9010;18.011;17358;922.392;33698;14.238;39270;16.706;29362;-159.2;456;-56.095;456;-18.335;457;1.429;1395;1624;1300;1893;2987;1.131;911.219;41.59;40.65;12.703;-0.542;-99.9
P795;10/09/2018 13:28;0;38.792698;15.214561;11;122;9004;17.982;17356;922.343;33702;14.24;39277;16.709;29379;-158.4;456;-56.095;456;-18.335;457;1.429;1411;1621;1302;1894;2988;1.144;910.398;41.689;40.7;12.707;-0.53;-99.9
P796;10/09/2018 13:28;0;38.792694;15.214561;11;122;8948;17.712;17347;922.121;33715;14.247;39283;16.712;29382;-158.3;455;-56.107;456;-18.335;457;1.429;1424;1621;1303;1894;2989;1.154;910.398;41.738;40.7;12.711;-0.52;-99.9
P797;10/09/2018 13:28;0;38.792694;15.214561;11;122;8962;17.779;17345;922.071;33700;14.239;39286;16.714;29378;-158.5;456;-56.095;457;-18.331;457;1.429;1426;1621;1303;1894;2988;1.156;910.398;41.738;40.7;12.707;-0.518;-99.9
P798;10/09/2018 13:28;0;38.792694;15.214561;11;122;8935;17.649;17350;922.195;33686;14.232;39288;16.715;29379;-158.4;456;-56.095;456;-18.335;457;1.429;1435;1619;1304;1893;2989;1.163;909.852;41.788;40.65;12.711;-0.511;-99.9
P799;10/09/2018 13:28;0;38.792694;15.214561;11;122;8952;17.731;17351;922.219;33692;14.235;39291;16.716;29390;-157.9;456;-56.095;457;-18.331;457;1.429;1431;1621;1304;1893;2971;1.16;910.398;41.788;40.65;12.638;-0.515;-99.9
P800;10/09/2018 13:28;0;38.792694;15.214561;11;122;8964;17.789;17345;922.071;33699;14.239;39293;16.717;29398;-157.6;456;-56.095;456;-18.335;457;1.429;1442;1623;1303;1894;2972;1.169;910.945;41.738;40.7;12.642;-0.506;-99.9
P801;10/09/2018 13:29;0;38.792694;15.214561;10;127;8964;17.789;17351;922.219;33701;14.24;39293;16.717;29399;-157.5;456;-56.095;457;-18.331;457;1.429;1441;1623;1303;1893;2972;1.168;910.945;41.738;40.65;12.642;-0.507;-99.9
P802;10/09/2018 13:29;0;38.792694;15.21456;11;122;8986;17.895;17360;922.442;33688;14.233;39299;16.72;29398;-157.6;456;-56.095;457;-18.331;457;1.429;1449;1625;1303;1895;2973;1.174;911.492;41.738;40.75;12.646;-0.501;-99.9
P803;10/09/2018 13:29;0;38.79269;15.21456;11;122;9024;18.078;17362;922.491;33672;14.225;39306;16.723;29395;-157.7;456;-56.095;457;-18.331;457;1.429;1450;1630;1301;1894;2954;1.175;912.859;41.639;40.7;12.569;-0.5;-99.9
P804;10/09/2018 13:29;0;38.79269;15.21456;11;122;9016;18.039;17361;922.466;33706;14.242;39313;16.727;29390;-157.9;456;-56.095;457;-18.331;457;1.429;1458;1630;1300;1894;2957;1.181;912.859;41.59;40.7;12.581;-0.494;-99.9
P805;10/09/2018 13:29;0;38.79269;15.21456;11;122;9008;18.001;17367;922.615;33692;14.235;39320;16.73;29386;-158.1;456;-56.095;457;-18.331;457;1.429;1453;1628;1304;1894;2958;1.177;912.312;41.788;40.7;12.585;-0.498;-99.9
P806;10/09/2018 13:29;0;38.79269;15.21456;11;122;9021;18.063;17369;922.664;33690;14.234;39324;16.732;29389;-158;456;-56.095;457;-18.331;457;1.429;1454;1626;1301;1893;2958;1.178;911.766;41.639;40.65;12.585;-0.497;-99.9
P807;10/09/2018 13:30;0;38.79269;15.21456;11;122;9033;18.121;17368;922.639;33711;14.245;39329;16.735;29384;-158.2;456;-56.095;457;-18.331;457;1.429;1438;1625;1303;1893;2958;1.165;911.492;41.738;40.65;12.585;-0.509;-99.9
P808;10/09/2018 13:30;0;38.79269;15.21456;11;122;9009;18.006;17374;922.787;33663;14.221;39336;16.738;29381;-158.3;457;-56.083;457;-18.331;457;1.429;1435;1624;1303;1893;2972;1.163;911.219;41.738;40.65;12.642;-0.511;-99.9
P809;10/09/2018 13:30;0;38.79269;15.21456;11;122;8983;17.88;17375;922.812;33695;14.237;39342;16.741;29381;-158.3;456;-56.095;457;-18.331;457;1.429;1419;1623;1303;1894;2973;1.15;910.945;41.738;40.7;12.646;-0.524;-99.9
P810;10/09/2018 13:30;0;38.79269;15.21456;11;122;8997;17.948;17360;922.442;33712;14.245;39345;16.743;29373;-158.7;457;-56.083;457;-18.331;457;1.429;1400;1622;1306;1895;2973;1.135;910.672;41.887;40.75;12.646;-0.538;-99.9
P811;10/09/2018 13:30;0;38.79269;15.21456;11;122;8991;17.919;17357;922.368;33709;14.244;39352;16.746;29380;-158.4;456;-56.095;457;-18.331;457;1.429;1385;1623;1309;1894;2973;1.123;910.945;42.035;40.7;12.646;-0.55;-99.9
P812;10/09/2018 13:30;0;38.792686;15.21456;11;122;9006;17.991;17362;922.491;33700;14.239;39357;16.748;29386;-158.1;457;-56.083;457;-18.331;457;1.429;1372;1619;1311;1895;2989;1.113;909.852;42.134;40.75;12.711;-0.559;-99.9
P813;10/09/2018 13:31;0;38.792686;15.21456;11;122;9015;18.035;17364;922.541;33657;14.218;39361;16.75;29391;-157.9;456;-56.095;457;-18.331;457;1.429;1360;1619;1311;1895;2988;1.103;909.852;42.134;40.75;12.707;-0.569;-99.9
P814;10/09/2018 13:31;0;38.792686;15.21456;11;122;9007;17.996;17364;922.541;33701;14.24;39364;16.752;29400;-157.5;457;-56.083;457;-18.331;457;1.429;1364;1617;1314;1895;2988;1.106;909.305;42.283;40.75;12.707;-0.565;-99.9
P815;10/09/2018 13:31;0;38.792686;15.21456;11;122;9032;18.116;17352;922.244;33744;14.261;39369;16.754;29401;-157.5;457;-56.083;457;-18.331;457;1.429;1362;1626;1315;1895;2988;1.105;911.766;42.333;40.75;12.707;-0.567;-99.9
P816;10/09/2018 13:31;0;38.792686;15.21456;11;122;8996;17.943;17353;922.269;33701;14.24;39372;16.756;29398;-157.6;457;-56.083;457;-18.331;458;1.429;1369;1628;1319;1895;2988;1.11;912.312;42.53;40.75;12.707;-0.562;-99.9
P817;10/09/2018 13:31;0;38.792686;15.21456;11;122;9017;18.044;17351;922.219;33691;14.235;39373;16.756;29400;-157.5;456;-56.095;457;-18.331;457;1.429;1373;1631;1317;1895;2971;1.113;913.133;42.431;40.75;12.638;-0.559;-99.9
P818;10/09/2018 13:31;0;38.792686;15.21456;11;122;9016;18.039;17354;922.294;33691;14.235;39375;16.757;29413;-156.9;457;-56.083;457;-18.331;458;1.429;1390;1624;1320;1895;2971;1.127;911.219;42.58;40.75;12.638;-0.546;-99.9
P819;10/09/2018 13:32;0;38.792686;15.21456;11;122;9003;17.977;17362;922.491;33703;14.241;39376;16.758;29423;-156.5;456;-56.095;457;-18.331;458;1.429;1412;1624;1320;1895;2972;1.145;911.219;42.58;40.75;12.642;-0.529;-99.9
P820;10/09/2018 13:32;0;38.792686;15.214559;11;121;8955;17.746;17368;922.639;33733;14.256;39380;16.76;29416;-156.8;457;-56.083;457;-18.331;458;1.429;1416;1621;1323;1894;2972;1.148;910.398;42.729;40.7;12.642;-0.526;-99.9
P821;10/09/2018 13:32;0;38.792686;15.214559;11;121;8982;17.876;17366;922.59;33688;14.233;39384;16.762;29411;-157;457;-56.083;458;-18.326;458;1.429;1417;1621;1322;1896;2956;1.149;910.398;42.679;40.8;12.577;-0.525;-99.9
P822;10/09/2018 13:32;0;38.792686;15.214559;11;121;8974;17.837;17364;922.541;33703;14.241;39391;16.765;29403;-157.4;457;-56.083;457;-18.331;458;1.429;1430;1622;1325;1895;2955;1.159;910.672;42.827;40.75;12.573;-0.515;-99.9
P823;10/09/2018 13:32;0;38.792686;15.214559;11;121;8972;17.827;17369;922.664;33707;14.243;39395;16.767;29401;-157.5;457;-56.083;458;-18.326;458;1.429;1435;1623;1322;1895;2957;1.163;910.945;42.679;40.75;12.581;-0.511;-99.9
P824;10/09/2018 13:32;0;38.792686;15.214559;11;121;8964;17.789;17378;922.886;33691;14.235;39400;16.77;29400;-157.5;457;-56.083;458;-18.326;458;1.429;1435;1622;1320;1895;2957;1.163;910.672;42.58;40.75;12.581;-0.511;-99.9
P825;10/09/2018 13:33;0;38.792683;15.214559;11;121;8966;17.799;17378;922.886;33723;14.251;39399;16.769;29405;-157.3;457;-56.083;458;-18.326;458;1.429;1432;1623;1322;1895;2964;1.161;910.945;42.679;40.75;12.61;-0.514;-99.9
P826;10/09/2018 13:33;0;38.792683;15.214559;11;121;8974;17.837;17384;923.034;33708;14.243;39399;16.769;29401;-157.5;457;-56.083;458;-18.326;458;1.429;1439;1623;1324;1897;2972;1.166;910.945;42.778;40.85;12.642;-0.508;-99.9
P827;10/09/2018 13:33;0;38.792683;15.214559;11;121;8985;17.89;17382;922.985;33693;14.236;39397;16.768;29390;-157.9;458;-56.071;458;-18.326;458;1.429;1439;1626;1326;1896;2973;1.166;911.766;42.877;40.8;12.646;-0.508;-99.9
P828;10/09/2018 13:33;0;38.792683;15.214559;11;121;8965;17.794;17371;922.713;33696;14.237;39394;16.767;29389;-158;457;-56.083;458;-18.326;458;1.429;1445;1625;1327;1896;2973;1.171;911.492;42.926;40.8;12.646;-0.504;-99.9
P829;10/09/2018 13:33;0;38.792683;15.214559;10;128;8986;17.895;17368;922.639;33705;14.242;39393;16.766;29397;-157.6;457;-56.083;458;-18.326;459;1.429;1454;1625;1325;1895;2974;1.178;911.492;42.827;40.75;12.65;-0.497;-99.9
P830;10/09/2018 13:33;0;38.792683;15.214559;11;121;8987;17.9;17369;922.664;33710;14.244;39393;16.766;29396;-157.7;457;-56.083;458;-18.326;458;1.429;1456;1629;1326;1897;2981;1.18;912.586;42.877;40.85;12.679;-0.496;-99.9
P831;10/09/2018 13:34;0;38.792683;15.214559;11;121;8957;17.755;17366;922.59;33699;14.239;39397;16.768;29403;-157.4;457;-56.083;458;-18.326;458;1.429;1452;1629;1326;1896;2989;1.177;912.586;42.877;40.8;12.711;-0.499;-99.9
P832;10/09/2018 13:34;0;38.792683;15.214559;11;121;8987;17.9;17367;922.615;33681;14.23;39399;16.769;29404;-157.3;457;-56.083;458;-18.326;459;1.429;1454;1627;1321;1897;2989;1.178;912.039;42.63;40.85;12.711;-0.497;-99.9
P833;10/09/2018 13:34;0;38.792683;15.214559;11;121;9006;17.991;17363;922.516;33698;14.238;39404;16.772;29407;-157.2;458;-56.071;458;-18.326;459;1.429;1455;1627;1317;1897;2990;1.179;912.039;42.431;40.85;12.715;-0.496;-99.9
P834;10/09/2018 13:34;0;38.792683;15.214559;11;121;9031;18.112;17355;922.318;33700;14.239;39404;16.772;29412;-157;458;-56.071;458;-18.326;458;1.429;1457;1630;1317;1897;2975;1.181;912.859;42.431;40.85;12.654;-0.495;-99.9
