POINT;DATE;MARKER;LONGITUDE;LATITUDE;NB_SATELLITE;HDOP;COUNT_CO2_100;CO2_100;COUNT_P_atm;P_atm;COUNT_CO2_10;CO2_10;COUNT_T_atm;T_atm ;COUNT_SP;SP ;COUNT_SO2;SO2;COUNT_H2S;H2S ;COUNT_PYR;PYR ;COUNT_V_FLUX;V_FLUX;COUNT_P_in;P_in;COUNT_Rh;Rh;COUNT_T_in;T_in;COUNT_V_BAT;V_BAT;PUMP_FLUX;Thermocouple
P222;10/09/2018 07:59;0;38.793415;15.21571;6;160;7004;8.348;17435;924.294;21302;8.056;39053;16.599;31988;-43.8;437;-56.321;438;-18.417;438;1.429;3388;1715;1416;1766;3027;2.723;936.102;47.332;34.3;12.866;0.974;-99.9
P223;10/09/2018 07:59;0;38.793415;15.21571;6;160;6988;8.271;17424;924.022;21072;7.941;39054;16.6;32017;-42.6;437;-56.321;438;-18.417;438;1.429;3412;1720;1416;1767;3026;2.742;937.469;47.332;34.35;12.862;0.992;-99.9
P224;10/09/2018 07:59;0;38.793415;15.21571;6;160;6986;8.261;17426;924.072;20925;7.868;39053;16.599;32014;-42.7;437;-56.321;438;-18.417;438;1.429;3386;1686;1420;1768;3027;2.721;928.172;47.53;34.4;12.866;0.973;-99.9
P225;10/09/2018 07:59;0;38.793415;15.21571;6;161;6969;8.179;17415;923.8;20823;7.817;39053;16.599;32005;-43.1;437;-56.321;438;-18.417;438;1.429;3384;1717;1419;1767;3027;2.72;936.648;47.48;34.35;12.866;0.971;-99.9
P226;10/09/2018 07:59;0;38.793415;15.21571;6;160;6983;8.247;17424;924.022;20904;7.858;39053;16.599;32019;-42.5;438;-56.31;438;-18.417;438;1.429;3421;1706;1419;1768;3027;2.749;933.641;47.48;34.4;12.866;0.999;-99.9
P227;10/09/2018 08:00;0;38.793415;15.21571;6;161;6988;8.271;17423;923.997;20862;7.837;39054;16.6;32023;-42.3;437;-56.321;438;-18.417;439;1.429;3372;1731;1421;1768;3009;2.71;940.477;47.579;34.4;12.793;0.962;-99.9
P228;10/09/2018 08:00;0;38.793415;15.21571;6;161;6971;8.189;17425;924.047;20843;7.827;39055;16.6;32031;-41.9;437;-56.321;438;-18.417;438;1.429;3471;1773;1418;1768;3010;2.789;951.961;47.431;34.4;12.797;1.037;-99.9
P229;10/09/2018 08:00;0;38.793415;15.21571;6;161;6980;8.232;17424;924.022;20798;7.805;39055;16.6;32024;-42.3;437;-56.321;438;-18.417;438;1.429;3401;1790;1415;1767;2998;2.733;956.609;47.283;34.35;12.748;0.984;-99.9
P230;10/09/2018 08:00;0;38.793415;15.21571;6;161;6970;8.184;17429;924.146;20896;7.854;39053;16.599;32026;-42.2;438;-56.31;438;-18.417;438;1.429;3509;1724;1413;1769;2995;2.819;938.562;47.183;34.45;12.736;1.066;-99.9
P231;10/09/2018 08:00;0;38.793415;15.21571;6;162;6980;8.232;17439;924.393;21064;7.937;39054;16.6;32028;-42.1;437;-56.321;438;-18.417;438;1.429;3388;1692;1419;1768;2996;2.723;929.812;47.48;34.4;12.74;0.974;-99.9
P232;10/09/2018 08:00;0;38.793415;15.21571;5;213;6978;8.223;17448;924.615;21058;7.934;39053;16.599;32020;-42.4;437;-56.321;438;-18.417;439;1.429;3378;1723;1418;1769;2996;2.715;938.289;47.431;34.45;12.74;0.967;-99.9
P233;10/09/2018 08:01;0;38.793415;15.21571;6;162;6975;8.208;17450;924.664;20990;7.9;39053;16.599;32002;-43.2;438;-56.31;438;-18.417;438;1.429;3549;1771;1418;1771;2999;2.851;951.414;47.431;34.55;12.752;1.097;-99.9
P234;10/09/2018 08:01;0;38.793415;15.21571;6;162;6961;8.141;17446;924.565;21065;7.938;39054;16.6;32004;-43.1;437;-56.321;438;-18.417;438;1.429;3392;1718;1418;1769;2998;2.726;936.922;47.431;34.45;12.748;0.977;-99.9
P235;10/09/2018 08:01;0;38.793415;15.21571;6;162;6996;8.309;17451;924.689;20989;7.9;39054;16.6;32001;-43.3;438;-56.31;438;-18.417;438;1.429;3373;1725;1415;1770;2998;2.711;938.836;47.283;34.5;12.748;0.963;-99.9
P236;10/09/2018 08:01;0;38.793415;15.21571;6;162;7001;8.333;17452;924.714;21023;7.917;39052;16.599;31996;-43.5;438;-56.31;439;-18.412;439;1.429;3541;1727;1417;1771;3012;2.845;939.383;47.382;34.55;12.805;1.091;-99.9
P237;10/09/2018 08:01;0;38.793415;15.21571;6;163;7006;8.357;17446;924.565;21153;7.982;39052;16.599;32006;-43;438;-56.31;438;-18.417;439;1.429;3405;1691;1411;1771;3013;2.736;929.539;47.084;34.55;12.809;0.987;-99.9
P238;10/09/2018 08:01;0;38.793415;15.21571;6;163;7022;8.435;17446;924.565;21053;7.932;39053;16.599;32001;-43.3;438;-56.31;438;-18.417;439;1.429;3401;1789;1410;1772;3026;2.733;956.336;47.035;34.6;12.862;0.984;-99.9
P239;10/09/2018 08:02;0;38.793415;15.21571;6;163;6998;8.319;17431;924.195;21021;7.916;39051;16.598;31990;-43.7;438;-56.31;438;-18.417;439;1.429;3426;1719;1409;1772;3026;2.753;937.195;46.986;34.6;12.862;1.003;-99.9
P240;10/09/2018 08:02;0;38.793415;15.21571;6;163;7010;8.377;17434;924.269;21062;7.936;39051;16.598;32007;-43;438;-56.31;438;-18.417;439;1.429;3528;1793;1409;1774;3028;2.835;957.43;46.986;34.7;12.87;1.081;-99.9
P241;10/09/2018 08:02;0;38.793415;15.21571;6;163;6983;8.247;17423;923.997;21001;7.906;39050;16.598;32008;-43;438;-56.31;438;-18.417;439;1.429;3395;1718;1409;1773;3027;2.728;936.922;46.986;34.65;12.866;0.979;-99.9
P242;10/09/2018 08:02;0;38.793415;15.21571;6;164;6973;8.198;17421;923.948;20875;7.843;39050;16.598;32001;-43.3;438;-56.31;438;-18.417;439;1.429;3389;1794;1410;1773;3027;2.724;957.703;47.035;34.65;12.866;0.975;-99.9
P243;10/09/2018 08:02;0;38.793415;15.21571;6;164;6982;8.242;17422;923.973;20860;7.836;39050;16.598;32011;-42.8;438;-56.31;439;-18.412;439;1.429;3470;1723;1411;1773;3028;2.788;938.289;47.084;34.65;12.87;1.037;-99.9
P244;10/09/2018 08:02;0;38.793415;15.21571;6;164;6980;8.232;17424;924.022;20893;7.852;39050;16.598;32029;-42;438;-56.31;439;-18.412;439;1.429;3484;1786;1405;1774;3027;2.8;955.516;46.787;34.7;12.866;1.047;-99.9
P245;10/09/2018 08:03;0;38.793415;15.21571;6;164;6972;8.194;17418;923.874;20851;7.831;39051;16.598;32025;-42.2;438;-56.31;439;-18.412;439;1.429;3395;1717;1409;1774;3014;2.728;936.648;46.986;34.7;12.813;0.979;-99.9
P246;10/09/2018 08:03;0;38.793415;15.21571;6;164;6967;8.17;17426;924.072;20930;7.87;39049;16.597;32027;-42.1;438;-56.31;439;-18.412;439;1.429;3395;1807;1408;1774;3010;2.728;961.258;46.936;34.7;12.797;0.979;-99.9
P247;10/09/2018 08:03;0;38.793415;15.215709;6;165;7033;8.487;17424;924.022;21160;7.985;39044;16.595;32020;-42.4;438;-56.31;439;-18.412;439;1.429;3387;1720;1404;1774;2994;2.722;937.469;46.738;34.7;12.732;0.973;-99.9
P248;10/09/2018 08:03;0;38.793415;15.215709;6;165;7047;8.555;17430;924.17;21487;8.148;39041;16.594;32017;-42.6;438;-56.31;439;-18.412;439;1.429;3504;1719;1401;1774;2995;2.815;937.195;46.59;34.7;12.736;1.062;-99.9
P249;10/09/2018 08:03;0;38.793415;15.215709;6;165;7056;8.598;17438;924.368;21617;8.213;39040;16.593;32023;-42.3;438;-56.31;439;-18.412;439;1.429;3543;1795;1396;1776;2997;2.847;957.977;46.342;34.8;12.744;1.092;-99.9
P250;10/09/2018 08:03;0;38.793415;15.215709;6;165;7048;8.56;17447;924.59;21627;8.218;39040;16.593;32021;-42.4;438;-56.31;439;-18.412;439;1.429;3397;1689;1394;1776;2997;2.73;928.992;46.243;34.8;12.744;0.981;-99.9
P251;10/09/2018 08:04;0;38.793415;15.215709;6;165;7034;8.492;17446;924.565;21373;8.091;39038;16.592;32011;-42.8;438;-56.31;439;-18.412;439;1.429;3408;1764;1390;1775;2998;2.739;949.5;46.045;34.75;12.748;0.989;-99.9
P252;10/09/2018 08:04;0;38.793415;15.215709;6;166;7043;8.536;17442;924.467;21218;8.014;39038;16.592;32006;-43;438;-56.31;439;-18.412;439;1.429;3391;1802;1393;1775;2998;2.725;959.891;46.194;34.75;12.748;0.976;-99.9
P253;10/09/2018 08:04;0;38.793415;15.215709;6;166;6996;8.309;17446;924.565;21131;7.971;39038;16.592;31985;-44;438;-56.31;439;-18.412;439;1.429;3375;1720;1390;1776;2999;2.712;937.469;46.045;34.8;12.752;0.964;-99.9
P254;10/09/2018 08:04;0;38.793415;15.215709;6;166;7003;8.343;17449;924.639;21054;7.932;39037;16.592;31998;-43.4;438;-56.31;439;-18.412;440;1.429;3469;1722;1388;1776;3000;2.788;938.016;45.946;34.8;12.756;1.036;-99.9
P255;10/09/2018 08:04;0;38.793415;15.215709;6;166;6998;8.319;17440;924.417;21045;7.928;39035;16.591;32018;-42.5;438;-56.31;439;-18.412;439;1.429;3542;1752;1388;1777;3014;2.846;946.219;45.946;34.85;12.813;1.091;-99.9
P256;10/09/2018 08:04;0;38.793415;15.215709;6;166;6969;8.179;17444;924.516;20865;7.838;39032;16.589;32010;-42.9;438;-56.31;439;-18.412;439;1.429;3455;1730;1385;1778;3028;2.776;940.203;45.798;34.9;12.87;1.025;-99.9
P257;10/09/2018 08:05;0;38.793415;15.215709;6;167;6950;8.088;17434;924.269;20769;7.79;39032;16.589;31999;-43.3;439;-56.298;439;-18.412;439;1.429;3405;1685;1388;1779;3028;2.736;927.898;45.946;34.95;12.87;0.987;-99.9
P258;10/09/2018 08:05;0;38.793415;15.215709;6;167;6988;8.271;17430;924.17;20930;7.87;39031;16.589;32008;-43;439;-56.298;439;-18.412;440;1.429;3396;1689;1385;1780;3027;2.729;928.992;45.798;35;12.866;0.98;-99.9
P259;10/09/2018 08:05;0;38.793415;15.215709;6;167;6980;8.232;17417;923.849;20937;7.874;39030;16.588;31993;-43.6;438;-56.31;439;-18.412;439;1.429;3399;1689;1384;1780;3028;2.732;928.992;45.748;35;12.87;0.983;-99.9
P260;10/09/2018 08:05;0;38.793415;15.215709;6;167;6974;8.203;17418;923.874;20948;7.879;39031;16.589;32008;-43;439;-56.298;439;-18.412;439;1.429;3395;1751;1381;1780;3028;2.728;945.945;45.599;35;12.87;0.979;-99.9
P261;10/09/2018 08:05;0;38.793415;15.215709;6;167;6971;8.189;17423;923.997;20985;7.898;39028;16.587;32028;-42.1;438;-56.31;439;-18.412;439;1.429;3407;1762;1384;1780;3028;2.738;948.953;45.748;35;12.87;0.989;-99.9
P262;10/09/2018 08:05;0;38.793415;15.215709;6;168;6964;8.155;17421;923.948;20945;7.878;39030;16.588;32033;-41.9;438;-56.31;439;-18.412;439;1.429;3409;1775;1383;1781;3026;2.74;952.508;45.699;35.05;12.862;0.99;-99.9
P263;10/09/2018 08:06;0;38.793415;15.215709;6;168;6991;8.285;17426;924.072;20941;7.876;39031;16.589;32024;-42.3;439;-56.298;439;-18.412;439;1.429;3403;1802;1381;1781;3028;2.735;959.891;45.599;35.05;12.87;0.986;-99.9
P264;10/09/2018 08:06;0;38.793415;15.215709;6;168;6999;8.324;17425;924.047;21012;7.911;39031;16.589;32026;-42.2;438;-56.31;439;-18.412;440;1.429;3399;1802;1381;1781;3010;2.732;959.891;45.599;35.05;12.797;0.983;-99.9
P265;10/09/2018 08:06;0;38.793415;15.215709;6;168;6989;8.276;17426;924.072;20999;7.905;39030;16.588;32034;-41.8;438;-56.31;440;-18.408;440;1.429;3390;1805;1380;1781;2994;2.724;960.711;45.55;35.05;12.732;0.976;-99.9
P266;10/09/2018 08:06;0;38.793415;15.215709;7;116;6992;8.29;17429;924.146;20912;7.862;39031;16.589;32029;-42;438;-56.31;439;-18.412;440;1.429;3389;1800;1378;1781;2997;2.724;959.344;45.451;35.05;12.744;0.975;-99.9
P267;10/09/2018 08:06;0;38.793415;15.215707;6;168;7014;8.396;17442;924.467;20915;7.863;39031;16.589;32034;-41.8;439;-56.298;439;-18.412;440;1.429;3380;1793;1378;1781;2996;2.716;957.43;45.451;35.05;12.74;0.968;-99.9
P268;10/09/2018 08:06;0;38.793415;15.215707;6;169;7027;8.459;17448;924.615;21197;8.004;39028;16.587;32036;-41.7;439;-56.298;439;-18.412;440;1.429;3376;1754;1376;1780;2998;2.713;946.766;45.352;35;12.748;0.965;-99.9
P269;10/09/2018 08:07;0;38.793415;15.215707;6;169;7033;8.487;17448;924.615;21414;8.112;39027;16.587;32019;-42.5;439;-56.298;439;-18.412;440;1.429;3397;1799;1376;1781;2998;2.73;959.07;45.352;35.05;12.748;0.981;-99.9
P270;10/09/2018 08:07;0;38.793415;15.215707;6;169;7057;8.603;17452;924.714;21544;8.177;39025;16.586;32008;-43;439;-56.298;439;-18.412;439;1.429;3396;1804;1374;1781;2999;2.729;960.438;45.253;35.05;12.752;0.98;-99.9
P271;10/09/2018 08:07;0;38.793415;15.215707;6;169;7062;8.627;17446;924.565;21609;8.209;39022;16.584;31989;-43.8;439;-56.298;439;-18.412;440;1.429;3410;1781;1375;1783;2999;2.74;954.148;45.303;35.15;12.752;0.991;-99.9
P272;10/09/2018 08:07;0;38.793415;15.215707;6;169;7049;8.565;17451;924.689;21548;8.179;39023;16.585;31992;-43.7;439;-56.298;439;-18.412;440;1.429;3415;1776;1374;1783;3000;2.744;952.781;45.253;35.15;12.756;0.995;-99.9
P273;10/09/2018 08:07;0;38.793415;15.215707;6;170;7032;8.483;17447;924.59;21407;8.108;39020;16.583;31995;-43.5;439;-56.298;439;-18.412;440;1.429;3405;1773;1377;1783;3013;2.736;951.961;45.402;35.15;12.809;0.987;-99.9
P274;10/09/2018 08:07;0;38.793415;15.215707;6;170;7031;8.478;17446;924.565;21357;8.083;39021;16.584;31997;-43.4;439;-56.298;439;-18.412;440;1.429;3408;1756;1378;1785;3027;2.739;947.312;45.451;35.25;12.866;0.989;-99.9
P275;10/09/2018 08:08;0;38.793415;15.215707;6;170;7043;8.536;17447;924.59;21249;8.03;39020;16.583;32004;-43.1;439;-56.298;440;-18.408;440;1.429;3391;1708;1379;1784;3028;2.725;934.188;45.5;35.2;12.87;0.976;-99.9
P276;10/09/2018 08:08;0;38.793415;15.215707;6;170;7041;8.526;17422;923.973;21227;8.019;39018;16.582;32003;-43.2;439;-56.298;439;-18.412;440;1.429;3395;1689;1381;1785;3028;2.728;928.992;45.599;35.25;12.87;0.979;-99.9
P277;10/09/2018 08:08;0;38.793415;15.215707;6;170;7036;8.502;17424;924.022;21298;8.054;39017;16.582;31998;-43.4;439;-56.298;439;-18.412;440;1.429;3402;1692;1383;1784;3028;2.734;929.812;45.699;35.2;12.87;0.985;-99.9
P278;10/09/2018 08:08;0;38.793415;15.215707;6;171;7031;8.478;17422;923.973;21293;8.052;39015;16.581;31990;-43.7;439;-56.298;439;-18.412;440;1.429;3450;1719;1382;1787;3028;2.772;937.195;45.649;35.35;12.87;1.021;-99.9
P279;10/09/2018 08:08;0;38.793415;15.215707;6;171;7027;8.459;17425;924.047;21455;8.132;39013;16.58;32021;-42.4;439;-56.298;440;-18.408;440;1.429;3522;1790;1382;1786;3028;2.83;956.609;45.649;35.3;12.87;1.076;-99.9
P280;10/09/2018 08:08;0;38.793415;15.215707;6;171;7038;8.512;17427;924.096;21543;8.176;39012;16.579;32021;-42.4;439;-56.298;440;-18.408;440;1.429;3536;1793;1384;1787;3027;2.841;957.43;45.748;35.35;12.866;1.087;-99.9
P281;10/09/2018 08:09;0;38.793415;15.215707;6;171;7061;8.622;17423;923.997;21385;8.097;39012;16.579;32017;-42.6;439;-56.298;439;-18.412;440;1.429;3527;1790;1390;1786;3029;2.834;956.609;46.045;35.3;12.874;1.08;-99.9
P282;10/09/2018 08:09;0;38.793415;15.215707;6;171;7086;8.743;17428;924.121;21406;8.108;39011;16.579;32020;-42.4;439;-56.298;440;-18.408;440;1.429;3539;1785;1385;1786;3014;2.843;955.242;45.798;35.3;12.813;1.089;-99.9
P283;10/09/2018 08:09;0;38.793415;15.215707;6;172;7084;8.733;17424;924.022;21419;8.114;39011;16.579;32012;-42.8;439;-56.298;439;-18.412;440;1.429;3543;1740;1382;1785;2995;2.847;942.938;45.649;35.25;12.736;1.092;-99.9
P284;10/09/2018 08:09;0;38.793415;15.215707;5;229;7073;8.68;17421;923.948;21387;8.098;39012;16.579;32023;-42.3;439;-56.298;439;-18.412;440;1.429;3539;1726;1383;1786;2996;2.843;939.109;45.699;35.3;12.74;1.089;-99.9
P285;10/09/2018 08:09;0;38.793415;15.215707;6;172;7056;8.598;17440;924.417;21241;8.026;39013;16.58;32013;-42.7;439;-56.298;439;-18.412;440;1.429;3510;1726;1382;1787;2998;2.82;939.109;45.649;35.35;12.748;1.067;-99.9
P286;10/09/2018 08:09;0;38.793415;15.215707;6;172;7045;8.545;17446;924.565;21065;7.938;39009;16.578;32017;-42.6;439;-56.298;440;-18.408;440;1.429;3459;1727;1380;1787;2998;2.78;939.383;45.55;35.35;12.748;1.028;-99.9
P287;10/09/2018 08:10;0;38.793415;15.215707;6;172;7050;8.569;17447;924.59;20977;7.894;39007;16.577;32024;-42.3;439;-56.298;440;-18.408;440;1.429;3395;1720;1380;1787;2997;2.728;937.469;45.55;35.35;12.744;0.979;-99.9
P288;10/09/2018 08:10;0;38.793415;15.215707;6;172;7017;8.41;17445;924.541;21000;7.905;39007;16.577;32002;-43.2;439;-56.298;440;-18.408;440;1.429;3382;1721;1375;1788;2998;2.718;937.742;45.303;35.4;12.748;0.97;-99.9
P289;10/09/2018 08:10;0;38.793415;15.215709;6;173;7018;8.415;17450;924.664;20940;7.875;39005;16.576;31984;-44;439;-56.298;440;-18.408;440;1.429;3403;1808;1375;1788;2999;2.735;961.531;45.303;35.4;12.752;0.986;-99.9
P290;10/09/2018 08:10;0;38.793415;15.215709;6;173;6987;8.266;17447;924.59;20964;7.887;39006;16.576;31977;-44.3;439;-56.298;440;-18.408;440;1.429;3410;1780;1375;1787;3000;2.74;953.875;45.303;35.35;12.756;0.991;-99.9
P291;10/09/2018 08:10;0;38.793415;15.215709;6;173;6996;8.309;17443;924.491;20913;7.862;39003;16.575;31982;-44.1;439;-56.298;440;-18.408;440;1.429;3409;1775;1374;1787;2999;2.74;952.508;45.253;35.35;12.752;0.99;-99.9
P292;10/09/2018 08:10;0;38.793411;15.215709;6;173;6988;8.271;17439;924.393;20946;7.878;39006;16.576;31992;-43.7;439;-56.298;440;-18.408;440;1.429;3395;1732;1373;1790;3027;2.728;940.75;45.203;35.5;12.866;0.979;-99.9
P293;10/09/2018 08:11;0;38.793411;15.215709;6;173;6987;8.266;17423;923.997;20983;7.897;39005;16.576;32012;-42.8;439;-56.298;440;-18.408;440;1.429;3545;1730;1373;1789;3026;2.848;940.203;45.203;35.45;12.862;1.094;-99.9
P294;10/09/2018 08:11;0;38.793411;15.215709;6;174;6983;8.247;17420;923.923;20934;7.872;39005;16.576;31979;-44.2;439;-56.298;440;-18.408;440;1.429;3538;1739;1373;1790;3029;2.843;942.664;45.203;35.5;12.874;1.088;-99.9
P295;10/09/2018 08:11;0;38.793411;15.215709;6;174;6984;8.251;17413;923.75;20992;7.901;39002;16.574;31985;-44;439;-56.298;440;-18.408;441;1.429;3409;1719;1372;1789;3029;2.74;937.195;45.154;35.45;12.874;0.99;-99.9
P296;10/09/2018 08:11;0;38.793411;15.215709;6;174;7005;8.353;17422;923.973;20985;7.898;39001;16.574;31999;-43.3;440;-56.286;440;-18.408;440;1.429;3386;1803;1373;1790;3028;2.721;960.164;45.203;35.5;12.87;0.973;-99.9
P297;10/09/2018 08:11;0;38.793411;15.215709;6;174;6988;8.271;17418;923.874;21022;7.916;39001;16.574;32007;-43;439;-56.298;440;-18.408;440;1.429;3389;1717;1368;1790;3029;2.724;936.648;44.956;35.5;12.874;0.975;-99.9
P298;10/09/2018 08:11;0;38.793411;15.215709;6;174;7023;8.439;17416;923.825;21028;7.919;39001;16.574;32008;-43;440;-56.286;440;-18.408;440;1.429;3469;1753;1373;1790;3029;2.788;946.492;45.203;35.5;12.874;1.036;-99.9
P299;10/09/2018 08:12;0;38.793411;15.215709;6;174;7009;8.372;17415;923.8;21129;7.97;39001;16.574;32010;-42.9;439;-56.298;440;-18.408;440;1.429;3490;1725;1373;1790;3028;2.804;938.836;45.203;35.5;12.87;1.052;-99.9
P300;10/09/2018 08:12;0;38.793411;15.215709;6;174;7002;8.338;17419;923.899;21136;7.973;39003;16.575;32016;-42.6;439;-56.298;440;-18.408;440;1.429;3377;1742;1377;1793;3023;2.714;943.484;45.402;35.65;12.85;0.966;-99.9
P301;10/09/2018 08:12;0;38.793411;15.215709;6;175;6999;8.324;17419;923.899;21117;7.964;39001;16.574;32015;-42.6;439;-56.298;440;-18.408;440;1.429;3402;1747;1376;1789;2996;2.734;944.852;45.352;35.45;12.74;0.985;-99.9
P302;10/09/2018 08:12;0;38.793411;15.215709;6;175;7003;8.343;17419;923.899;21103;7.957;39001;16.574;32008;-43;439;-56.298;440;-18.408;440;1.429;3507;1793;1376;1792;2997;2.818;957.43;45.352;35.6;12.744;1.065;-99.9
P303;10/09/2018 08:12;0;38.793411;15.215709;6;175;7009;8.372;17440;924.417;21135;7.973;39002;16.574;32005;-43.1;439;-56.298;440;-18.408;440;1.429;3463;1725;1375;1790;2999;2.783;938.836;45.303;35.5;12.752;1.031;-99.9
P304;10/09/2018 08:12;0;38.793411;15.215709;6;175;6994;8.3;17443;924.491;21075;7.943;38999;16.573;32011;-42.8;439;-56.298;440;-18.408;440;1.429;3400;1800;1376;1791;2998;2.732;959.344;45.352;35.55;12.748;0.983;-99.9
P305;10/09/2018 08:13;0;38.793411;15.215709;6;175;6983;8.247;17448;924.615;20911;7.861;38999;16.573;31996;-43.5;440;-56.286;440;-18.408;440;1.429;3398;1688;1377;1790;3000;2.731;928.719;45.402;35.5;12.756;0.982;-99.9
P306;10/09/2018 08:13;0;38.793411;15.215709;6;175;7012;8.386;17442;924.467;20896;7.854;39001;16.574;31985;-44;439;-56.298;440;-18.408;441;1.429;3546;1728;1376;1791;3000;2.849;939.656;45.352;35.55;12.756;1.094;-99.9
P307;10/09/2018 08:13;0;38.793411;15.215709;6;175;6995;8.304;17442;924.467;20911;7.861;38999;16.573;31981;-44.1;439;-56.298;440;-18.408;440;1.429;3383;1744;1377;1793;3001;2.719;944.031;45.402;35.65;12.76;0.97;-99.9
P308;10/09/2018 08:13;0;38.793411;15.215709;6;176;7020;8.425;17443;924.491;21023;7.917;39000;16.573;31966;-44.8;440;-56.286;440;-18.408;440;1.429;3390;1725;1378;1792;3001;2.724;938.836;45.451;35.6;12.76;0.976;-99.9
P309;10/09/2018 08:13;0;38.793411;15.215709;6;176;6997;8.314;17438;924.368;20959;7.885;39000;16.573;31983;-44.1;439;-56.298;440;-18.408;440;1.429;3547;1743;1378;1792;3012;2.85;943.758;45.451;35.6;12.805;1.095;-99.9
P310;10/09/2018 08:13;0;38.793411;15.21571;6;176;7010;8.377;17441;924.442;20970;7.89;38997;16.572;31972;-44.5;439;-56.298;440;-18.408;441;1.429;3388;1733;1378;1792;3028;2.723;941.023;45.451;35.6;12.87;0.974;-99.9
P311;10/09/2018 08:14;0;38.793411;15.21571;6;176;6972;8.194;17436;924.318;21054;7.932;39000;16.573;31969;-44.7;440;-56.286;440;-18.408;440;1.429;3389;1730;1383;1793;3028;2.724;940.203;45.699;35.65;12.87;0.975;-99.9
P312;10/09/2018 08:14;0;38.793411;15.21571;6;176;7001;8.333;17423;923.997;21196;8.003;38998;16.572;31975;-44.4;439;-56.298;440;-18.408;441;1.429;3542;1731;1381;1793;3029;2.846;940.477;45.599;35.65;12.874;1.091;-99.9
P313;10/09/2018 08:14;0;38.793411;15.21571;6;176;7008;8.367;17410;923.676;21173;7.992;38996;16.572;31962;-45;440;-56.286;440;-18.408;441;1.429;3373;1737;1375;1794;3028;2.711;942.117;45.303;35.7;12.87;0.963;-99.9
P314;10/09/2018 08:14;0;38.793411;15.21571;6;177;7016;8.406;17406;923.578;21203;8.007;38994;16.571;31971;-44.6;440;-56.286;440;-18.408;441;1.429;3389;1692;1378;1793;3028;2.724;929.812;45.451;35.65;12.87;0.975;-99.9
P315;10/09/2018 08:14;0;38.793411;15.21571;6;177;6999;8.324;17411;923.701;21165;7.988;38993;16.57;31988;-43.8;440;-56.286;440;-18.408;441;1.429;3541;1724;1379;1795;3029;2.845;938.562;45.5;35.75;12.874;1.091;-99.9
P316;10/09/2018 08:14;0;38.793411;15.21571;6;177;7033;8.487;17412;923.726;21422;8.116;38992;16.57;31996;-43.5;440;-56.286;440;-18.408;441;1.429;3413;1788;1379;1793;3030;2.743;956.062;45.5;35.65;12.878;0.993;-99.9
P317;10/09/2018 08:15;0;38.793411;15.21571;6;177;7031;8.478;17413;923.75;21615;8.212;38990;16.569;31990;-43.7;439;-56.298;440;-18.408;440;1.429;3503;1797;1379;1794;3028;2.815;958.523;45.5;35.7;12.87;1.062;-99.9
P318;10/09/2018 08:15;0;38.793411;15.21571;6;177;7037;8.507;17406;923.578;21486;8.148;38986;16.567;31990;-43.7;440;-56.286;440;-18.408;441;1.429;3371;1722;1376;1796;3014;2.709;938.016;45.352;35.8;12.813;0.961;-99.9
P319;10/09/2018 08:15;0;0;0;0;0;7027;8.459;17411;923.701;21391;8.1;38981;16.564;31991;-43.7;440;-56.286;441;-18.403;441;1.429;3389;1710;1373;1794;3006;2.724;934.734;45.203;35.7;12.78;0.975;-99.9
P320;10/09/2018 08:15;0;0;0;0;0;7030;8.473;17410;923.676;21402;8.106;38981;16.564;32011;-42.8;440;-56.286;440;-18.408;441;1.429;3384;1722;1373;1795;2997;2.72;938.016;45.203;35.75;12.744;0.971;-99.9
P321;10/09/2018 08:15;0;38.793411;15.21571;7;125;7044;8.54;17422;923.973;21400;8.105;38982;16.565;32005;-43.1;439;-56.298;440;-18.408;441;1.429;3403;1690;1372;1794;2997;2.735;929.266;45.154;35.7;12.744;0.986;-99.9
P322;10/09/2018 08:15;0;38.793411;15.21571;7;125;7038;8.512;17429;924.146;21474;8.142;38981;16.564;31992;-43.7;440;-56.286;441;-18.403;441;1.429;3398;1723;1370;1794;2998;2.731;938.289;45.055;35.7;12.748;0.982;-99.9
P323;10/09/2018 08:16;0;38.793411;15.21571;7;125;7042;8.531;17438;924.368;21413;8.111;38984;16.566;31981;-44.1;440;-56.286;440;-18.408;441;1.429;3391;1706;1368;1796;3000;2.725;933.641;44.956;35.8;12.756;0.976;-99.9
P324;10/09/2018 08:16;0;38.793411;15.21571;7;125;7011;8.382;17434;924.269;21256;8.033;38984;16.566;31984;-44;440;-56.286;441;-18.403;441;1.429;3448;1723;1370;1796;3000;2.771;938.289;45.055;35.8;12.756;1.02;-99.9
P325;10/09/2018 08:16;0;38.793411;15.21571;7;125;7026;8.454;17440;924.417;21219;8.015;38984;16.566;31973;-44.5;440;-56.286;440;-18.408;441;1.429;3400;1700;1371;1795;3001;2.732;932;45.104;35.75;12.76;0.983;-99.9
P326;10/09/2018 08:16;0;38.793411;15.21571;7;125;7037;8.507;17430;924.17;21365;8.087;38983;16.565;31961;-45;440;-56.286;441;-18.403;441;1.429;3382;1722;1370;1797;3001;2.718;938.016;45.055;35.85;12.76;0.97;-99.9
P327;10/09/2018 08:16;0;38.793411;15.21571;7;125;7032;8.483;17428;924.121;21386;8.098;38984;16.566;31947;-45.6;440;-56.286;441;-18.403;441;1.429;3403;1687;1369;1795;3015;2.735;928.445;45.006;35.75;12.817;0.986;-99.9
